name_major,total,years_25_to_39,science_and_engineering_25_to_39,computers_mathematics_and_statistics_25_to_39,biological_agricultural_and_environmental_sciences_25_to_39,physical_and_related_sciences_25_to_39,psychology_25_to_39,social_sciences_25_to_39,engineering_25_to_39,multidisciplinary_studies_25_to_39,science_and_engineering_related_fields_25_to_39,business_25_to_39,education_25_to_39,arts_humanities_and_other_25_to_39,literature_and_languages_25_to_39,liberal_arts_and_history_25_to_39,visual_and_performing_arts_25_to_39,communications_25_to_39,other_25_to_39,years_40_to_64,science_and_engineering_40_to_64,computers_mathematics_and_statistics_40_to_64,biological_agricultural_and_environmental_sciences_40_to_64,physical_and_related_sciences_40_to_64,psychology_40_to_64,social_sciences_40_to_64,engineering_40_to_64,multidisciplinary_studies_40_to_64,science_and_engineering_related_fields_40_to_64,business_40_to_64,education_40_to_64,arts_humanities_and_other_40_to_64,literature_and_languages_40_to_64,liberal_arts_and_history_40_to_64,visual_and_performing_arts_40_to_64,communications_40_to_64,other_40_to_64
arizona_estimate,69316,60743,0,82391,54925,62316,53281,59144,86615,54175,62915,66060,51036,0,52459,56760,47658,55536,56087,80644,0,117225,93501,93739,67604,82172,120834,73327,83798,86946,54937,0,64934,64986,60163,71927,69160
arizona_margin_of_error,1264,802,,6307,5378,9343,3091,5642,4397,7580,2123,1771,1451,,5485,8183,6892,7543,2853,1405,,7550,8614,15529,5834,7785,4991,13125,2848,2992,1878,,7639,6569,7524,12720,3705
arkansas_estimate,60923,52604,0,93027,57000,61495,42749,49192,72789,50461,61354,59681,46818,0,50121,42657,43675,45923,45047,69933,0,89702,85770,72046,55728,81793,104738,76776,79754,77926,54877,0,63482,55118,43452,61903,61912
arkansas_margin_of_error,1150,1616,,29551,5330,15767,8863,4181,17201,14143,2049,3489,2582,,11570,6293,6740,2843,2636,2415,,24986,16812,15556,6149,3812,15524,33928,4407,4062,2811,,8005,8394,10355,7969,6654
california_estimate,87531,76005,0,106581,74495,80828,63246,75405,116465,74142,80368,78489,55837,0,63706,63722,58721,70378,60909,101321,0,129979,116952,123363,88363,102271,151269,95903,104359,97828,78393,0,87539,90663,71882,88498,85601
california_margin_of_error,714,652,,3074,1749,5352,1776,1999,3760,4052,1890,2271,2839,,2175,1947,3211,2530,1119,427,,5080,4767,3630,3896,1489,2155,10422,1840,2847,4163,,3478,3388,2357,3890,2476
colorado_estimate,76397,67009,0,90114,59924,67253,54295,73201,93554,58763,67357,80460,48184,0,51585,62406,51710,63735,62558,87199,0,110380,90590,101280,74786,84790,130810,77683,86948,96432,61720,0,70394,77303,51384,80622,74509
colorado_margin_of_error,956,1019,,9397,2755,5175,2802,5375,2985,6444,3244,2566,3741,,3992,4753,3552,2369,3110,1493,,8724,6071,9952,4554,4943,5160,26625,7104,5097,4178,,4054,7757,3789,5180,3793
connecticut_estimate,84028,71512,0,80949,75037,69743,61932,67955,94186,71408,71259,80851,63127,0,58192,66632,54400,70716,64746,98064,0,128024,104142,113223,89325,110741,128907,101982,93671,104699,80080,0,78191,103036,68587,99504,72042
connecticut_margin_of_error,1759,1495,,4758,6454,16109,5896,3817,4177,5944,4355,2671,3586,,6757,7338,8283,9711,3692,2240,,12898,4894,18408,8625,14733,8689,43742,5254,2734,4578,,7927,10324,6990,6351,3508
delaware_estimate,72374,65284,0,45437,70784,70041,66239,53167,87564,59192,75410,77211,60253,0,55543,75703,40318,36346,58868,81181,0,82813,125887,120261,90667,98194,122360,42356,82406,79513,72930,0,65679,69045,67586,83490,66667
delaware_margin_of_error,3165,3873,,11551,16578,8013,15059,6474,7518,8611,5866,9570,4334,,19155,20553,15038,1917,4555,4376,,14697,23492,35792,8926,29403,10523,7813,12997,11198,10858,,25132,15100,35521,18378,4143
district_of_columbia_estimate,100828,89341,0,104594,93784,80874,71834,94380,112447,82696,77615,102628,70485,0,86784,97090,73475,77293,76995,132269,0,142406,135595,177198,125269,150633,156367,113079,112641,124417,109663,0,116930,133868,91267,101822,130018
district_of_columbia_margin_of_error,2301,3087,,12476,13206,22033,8180,4210,18322,17197,10618,18373,4469,,5515,12481,11050,10092,2818,6728,,31100,21840,17277,40486,12429,7999,95542,22577,16372,20555,,23422,5141,20360,21773,47246
florida_estimate,63276,56340,0,69246,60461,55710,49606,58817,74965,47287,61423,64042,49144,0,49076,50296,41474,50589,52219,70410,0,98041,91298,87031,61399,72351,100094,68862,75771,73358,53417,0,60397,64420,55155,64878,65448
florida_margin_of_error,516,1126,,4673,3087,2920,2358,4175,2596,5432,1872,1497,839,,2727,7524,2460,2896,968,1002,,4613,5533,7891,2863,3345,6444,13792,3025,1927,842,,4226,2958,3063,3150,3005
georgia_estimate,71622,61933,0,81935,57465,66599,51760,63114,85794,56121,61759,71468,50986,0,55442,57486,53142,55546,50482,80027,0,104178,92077,94609,64909,81069,127809,76950,83030,85724,64018,0,62067,69656,62448,77977,69827
georgia_margin_of_error,741,871,,3988,3814,7133,2613,4708,2715,5055,2346,2249,1765,,5366,6410,5089,5998,3680,1071,,5559,5487,13055,3342,5827,4041,28216,3060,2438,1559,,6327,6025,2421,5827,5768
hawaii_estimate,70886,60249,0,71478,64471,59975,57539,50493,82768,61250,74637,59547,52107,0,42890,54066,36076,57996,59718,79944,0,88484,91444,101885,74465,83229,113998,64951,94633,77205,67859,0,74127,68952,45453,63960,71827
hawaii_margin_of_error,1795,2335,,7088,4692,22593,16142,8398,9656,18585,11431,6127,4141,,12399,5396,3528,12498,9473,2607,,13549,11598,16936,6167,7354,10718,83055,9778,6683,7296,,15351,17798,19770,4370,11785
idaho_estimate,63254,54167,0,85377,51716,55170,41253,56165,87357,45313,54877,64502,44899,0,45885,40931,41177,41541,49459,69210,0,83656,67961,96384,58893,75158,112179,61077,65749,88970,57575,0,51434,68448,50681,64673,62186
idaho_margin_of_error,1248,1667,,15818,2466,14415,4352,11553,6222,30981,9966,7681,4353,,6211,12927,4932,30026,7394,2609,,17392,9135,18127,10722,13745,13201,8602,7296,8383,4436,,4282,14090,10099,24289,2906
illinois_estimate,76327,67514,0,84254,65515,65166,57901,71816,90621,62458,66607,80191,55945,0,55834,61603,49499,63547,61619,85834,0,103159,96621,100790,75047,97584,123674,62232,84395,93436,65040,0,81223,76391,61545,84957,73253
illinois_margin_of_error,690,1035,,4333,3503,3995,5964,4689,4123,6849,1950,2365,2130,,5175,4215,4122,3473,1657,979,,2796,5192,5132,5270,5344,4590,11803,2677,2377,1942,,8624,4577,4543,4425,3914
indiana_estimate,64474,55574,0,68874,58560,61168,50682,50487,83197,51798,63279,66513,47086,0,42324,47718,43216,52590,51481,73396,0,101124,90621,90460,55652,73828,110806,80162,81449,79386,57452,0,60773,57896,46633,61480,65950
indiana_margin_of_error,858,1435,,4220,5513,4637,2938,4350,3294,11599,2433,2375,967,,5818,4743,3021,6237,1603,1620,,7784,12332,12587,6723,6877,4684,21397,2726,3587,1911,,6097,6014,3609,5013,3214
iowa_estimate,65295,57861,0,63927,56998,50347,51775,57877,80929,50161,62547,69840,50126,0,44113,50498,46087,50004,52522,72564,0,100457,78860,97242,68088,69303,110510,50875,77655,81109,60969,0,58627,66597,47291,64297,59409
iowa_margin_of_error,1074,1850,,16305,4496,10596,3208,8887,3115,18457,3169,3735,2021,,4368,7920,6131,4110,3274,1317,,14391,7284,26393,4588,9976,8155,34852,6198,3171,1360,,8580,4806,9465,9920,5184
kansas_estimate,64195,58345,0,76914,55368,63001,49307,63670,84264,49167,61241,63845,50387,0,40478,50444,48100,52878,52744,72166,0,94701,83777,80574,56686,82588,115873,60407,76834,81373,54286,0,60249,70429,56004,70603,61693
kansas_margin_of_error,964,1511,,8457,6322,12944,5548,11116,7550,24410,2622,2173,1502,,5575,6439,7462,7780,2517,2153,,11765,4380,13464,3080,8418,8350,52105,2863,4565,1807,,4986,8058,3290,6599,8900
kentucky_estimate,62061,53559,0,66263,57727,54381,45554,50630,91290,36189,64320,58864,44486,0,46271,44737,40920,50596,48028,70642,0,100688,95485,82335,58069,77025,124115,49367,77336,76494,56842,0,55720,66401,61258,59459,55659
kentucky_margin_of_error,1033,1084,,5601,4553,8041,4984,3400,5743,10550,3442,4300,1534,,3586,5148,2822,5501,3592,1804,,11949,19408,6186,8079,6727,4203,12357,3607,3280,1981,,6405,9185,8713,5081,7550
louisiana_estimate,61501,54348,0,54804,64475,55883,46021,65249,88923,42809,60657,58232,47117,0,46222,50140,36338,48154,51933,67398,0,90277,83177,86288,58695,67621,105395,44074,74605,75110,53817,0,59636,55236,54664,73066,60275
louisiana_margin_of_error,1262,1308,,16545,7344,10163,4860,8125,10014,11825,3551,7137,1978,,4248,6087,12339,5585,2970,2096,,11044,6535,12672,7963,5156,6338,20900,4259,3606,1306,,7052,4082,8686,8974,12114
maine_estimate,62421,56454,0,64153,51597,87790,50610,56799,93338,43917,62387,67591,47760,0,46879,53243,38954,58400,62869,66227,0,85748,65631,75067,61999,55675,101855,49274,71877,79065,58562,0,63961,70960,58977,57481,59031
maine_margin_of_error,1260,2138,,27139,8787,34430,5464,4073,7160,14591,6077,4788,5652,,6750,10456,8118,15772,11130,2883,,14087,14903,12268,6086,9079,8869,47891,5944,7480,4970,,9424,11066,10588,9706,7894
maryland_estimate,87689,72181,0,85129,67249,72592,60405,80178,96416,65970,73074,78674,60542,0,59133,62189,51297,61665,66214,101819,0,124967,110220,125969,87979,110097,135478,87806,93296,102040,77593,0,95516,88827,69735,87557,96267
maryland_margin_of_error,1571,1224,,5714,3655,7180,4739,4144,4393,11350,2732,4334,1825,,10670,2790,3634,4319,3861,990,,5203,10201,7083,8901,5702,6368,15031,3677,3040,3532,,6496,10047,10570,8433,6249
massachusetts_estimate,87001,75800,0,100156,76357,69627,64147,81430,98299,77851,75402,84761,60697,0,64663,64560,52646,74744,63067,100205,0,128788,107201,122084,84328,104545,143339,84727,101842,101437,80430,0,87017,84854,73216,87497,89582
massachusetts_margin_of_error,747,901,,8413,2180,9616,3538,3144,3915,21451,2161,3089,3047,,5579,5063,2967,3212,2349,1230,,6162,13577,7524,4001,3489,5963,13631,2884,2948,2537,,4314,6342,4164,4947,6476
michigan_estimate,71444,61430,0,77405,60900,61545,50123,61711,90211,55332,65596,64319,49551,0,51872,50546,44026,55886,55083,81256,0,97391,89329,85703,68627,86156,127751,74090,81274,84552,65427,0,59509,63296,60078,74638,65294
michigan_margin_of_error,641,641,,7417,2132,5219,3769,4152,4213,10301,2146,1832,1605,,5013,1968,3899,4508,2858,713,,4743,4685,8509,5235,6927,3115,14250,2193,2158,1909,,6902,2231,4728,6561,3780
minnesota_estimate,75342,65715,0,79535,65498,69498,58206,67990,90099,55623,69402,74693,51250,0,54930,53142,50376,61440,59109,85324,0,119753,89263,123242,86142,87015,123654,80229,83278,97716,66150,0,69758,71560,61980,80154,70995
minnesota_margin_of_error,771,1273,,8849,2064,7365,4243,4168,3576,11215,2417,2013,1343,,3399,4431,3379,4577,2812,1023,,6943,6350,23666,3986,5079,5957,16362,1913,4867,2744,,4736,3834,3368,6578,3952
mississippi_estimate,54066,49578,0,55202,50823,31079,47792,60263,69648,52336,58068,54331,41658,0,38605,42894,38602,44106,46185,59248,0,75218,77095,74157,47039,55511,107021,72188,70238,66602,46428,0,59583,55418,46330,54818,53203
mississippi_margin_of_error,1368,1483,,23108,2769,5512,4402,17321,9720,3875,3485,3346,1709,,5414,3543,3974,8656,3055,2984,,21386,14761,23581,6533,7208,22307,13360,5693,6410,2581,,12143,8604,5718,3205,3633
missouri_estimate,63918,57306,0,68872,54892,61788,45963,66332,87539,53505,64102,64798,45143,0,48491,46558,43093,58575,50438,72292,0,100610,83456,99871,62392,68578,119629,46501,76849,82391,53351,0,61117,58316,59143,64030,63611
missouri_margin_of_error,654,1158,,11940,2508,8160,4872,9674,3124,3620,3554,1744,1510,,3804,5143,4435,3850,2334,1302,,10072,7155,14693,4231,9201,4401,5354,3888,2580,2172,,6072,6632,5507,5561,4377
montana_estimate,60096,52168,0,71258,53263,51551,53521,46685,83894,41890,60765,59493,44133,0,44672,46206,37243,45071,44420,66091,0,93611,76653,66856,54832,66890,94883,54524,71858,69163,52551,0,55063,69988,51158,61860,56987
montana_margin_of_error,1958,1948,,3954,5970,6610,16411,14265,6346,68731,8159,7020,6959,,29647,3875,12309,8184,12387,3538,,25958,13583,13773,8256,15514,6192,134712,8765,5934,5857,,12726,10977,4882,22111,10218
nebraska_estimate,64905,58584,0,69792,59573,78485,55234,50978,76820,46227,61722,65130,50743,0,53995,56866,42284,50273,55725,74921,0,117601,89601,85030,66838,72003,115404,53023,80626,84958,61295,0,66445,74829,52005,54218,57673
nebraska_margin_of_error,1200,1629,,16416,4827,20008,7789,9166,11640,13367,2235,4615,1622,,4875,10192,7023,15215,5235,2535,,14029,8842,22737,10424,19020,9977,34812,5211,5835,2397,,11367,21206,3708,7281,4246
nevada_estimate,65967,59359,0,73875,60812,72622,50474,63056,81026,53750,64475,63632,51141,0,46662,37952,40637,69668,54141,73301,0,81971,95859,84963,76599,76490,86757,31748,88408,73999,62581,0,65741,64117,61830,75902,68023
nevada_margin_of_error,2144,2233,,9667,10978,27593,6396,13218,8020,46222,6645,4775,1273,,9829,13444,11941,10341,3104,2071,,11378,21279,19779,5670,8390,14692,15352,10307,8667,2187,,12262,10624,9254,13323,7207
new_hampshire_estimate,76929,68184,0,84025,62292,77774,56110,68284,92974,80870,72898,80129,50097,0,57242,53622,40463,61724,63065,85413,0,126534,86500,101782,65989,91702,136174,104288,83125,85777,68894,0,70888,77360,74013,79214,71947
new_hampshire_margin_of_error,1837,3003,,11060,7487,10943,10588,11125,7999,15581,2009,9105,4689,,4231,8208,6727,5968,12265,2646,,12909,14080,31189,5777,6825,12901,38041,8000,11066,6289,,6358,17489,7750,12586,6054
new_jersey_estimate,86543,73867,0,95475,75516,72437,61104,76594,100180,62978,74650,82725,61140,0,60880,61148,60789,72325,63324,100229,0,131492,114250,108230,82640,103504,142412,72409,102497,102984,77443,0,82088,89072,75182,84759,85312
new_jersey_margin_of_error,992,867,,6150,3948,3334,1814,4880,2901,11316,2324,2657,1377,,3425,8039,4903,4212,3023,1040,,7322,8443,8512,3748,3702,8034,14091,2607,2339,3170,,5593,5729,5439,7172,4218
new_mexico_estimate,64419,56948,0,73382,60151,66155,46575,53439,77362,33750,62345,60434,45613,0,47459,55361,43699,46946,60006,72989,0,101304,96502,116123,65885,62628,105492,66070,82594,85658,59911,0,61589,59782,51499,69262,55360
new_mexico_margin_of_error,1558,2616,,17606,11304,28865,8503,4593,6873,31510,8118,5205,11497,,11291,14011,4824,7302,8047,3488,,13141,10928,23248,7781,8607,9932,52878,7672,8408,4991,,13662,9061,5907,12638,11050
new_york_estimate,80342,72125,0,89964,71987,70486,60994,81588,89557,63991,75637,77466,62873,0,66954,65001,58134,70303,62930,89852,0,106989,103852,97086,84325,101486,115341,78066,91997,91748,77467,0,85451,82854,71194,86427,71198
new_york_margin_of_error,393,701,,5351,2723,3523,2112,2315,2791,5789,1505,2772,1966,,4897,4469,3508,2969,1755,1245,,3624,3861,8073,3869,1822,6297,11471,2011,2350,3019,,5631,4552,5405,5705,3945
north_carolina_estimate,65975,59523,0,82096,63807,63278,51591,57560,93959,52066,61101,66975,45932,0,50314,51708,48383,58296,51086,73338,0,104127,91967,82354,61945,75604,123576,56682,80392,80810,54046,0,60335,64984,54264,73079,61043
north_carolina_margin_of_error,1029,1264,,5076,3004,3347,3711,5935,5365,7908,1895,3542,1442,,4426,4267,4135,6377,1713,1482,,4738,6828,9801,2781,4347,7068,25383,3523,2635,2206,,2887,3532,4134,8716,1597
north_dakota_estimate,61996,56707,0,74766,58769,65282,53754,54432,68822,45994,58860,60238,49603,0,54589,46055,51536,50737,62806,68738,0,89667,82507,101827,65472,57481,109972,,67637,77267,63815,0,59949,66964,54690,66883,63003
north_dakota_margin_of_error,1677,1979,,9576,7907,29379,22380,11541,13955,18834,2391,6526,3507,,18187,8088,35761,1471,6691,3712,,46243,16625,77863,49413,21626,55828,**,6575,9880,3830,,20305,31777,12699,26535,6741
ohio_estimate,70742,60840,0,78926,58252,60023,49185,60992,84890,58916,64688,70180,50749,0,49865,52745,42701,54558,52706,80415,0,104727,89883,96513,66377,86062,121262,64915,80304,85609,70845,0,67329,63152,58653,69322,64657
ohio_margin_of_error,568,658,,5836,3511,4326,3315,2951,2207,9007,2037,2130,1317,,3535,4662,2672,2727,2481,650,,4013,3529,7039,4477,6906,5234,6558,2029,2268,1227,,6086,3957,5075,2762,2597
oklahoma_estimate,60342,53548,0,63888,59266,54525,41809,54556,76970,46045,57082,63298,44919,0,43738,47360,39384,53798,49385,66035,0,91087,91341,80215,56364,66622,100654,71952,75650,74644,50820,0,62124,58840,50763,55740,58590
oklahoma_margin_of_error,858,1137,,11961,5149,12303,3309,4666,4957,16385,3567,2987,1047,,5079,7984,3478,6823,3019,1495,,12353,6479,14177,4035,6350,7061,20139,3364,3068,1206,,10702,4994,2305,5339,4252
oregon_estimate,73160,63039,0,94081,62765,86710,57594,61030,98137,53072,71768,71183,49084,0,51999,52768,44806,55110,57246,81531,0,101510,91532,102933,68854,79154,124042,57009,87492,86458,68509,0,76951,69119,54760,80407,61476
oregon_margin_of_error,1245,1340,,7475,4181,9575,4104,4389,6339,10605,5644,4776,5079,,6634,2676,4942,7658,7187,1340,,7315,8623,7090,6715,3562,5310,12852,4386,4438,6427,,6023,7901,10726,9138,7691
pennsylvania_estimate,72804,64121,0,84555,63415,59998,50145,67811,87859,55549,68869,73064,57412,0,54029,54241,45075,60062,56004,82058,0,103198,96968,102760,69853,82563,123443,75396,84781,86731,70867,0,71625,70242,63817,72927,73010
pennsylvania_margin_of_error,682,668,,4220,1506,2961,3367,4060,4480,4015,2020,2052,1762,,2449,3438,3364,4084,1817,929,,3461,7370,5092,4451,4475,4734,16353,2855,2821,1645,,5940,4904,3486,4663,2483
rhode_island_estimate,75526,63571,0,64234,69073,92952,39968,70193,82606,64338,65785,78833,59315,0,56410,62780,43802,55182,60016,87886,0,87818,103616,94573,73543,81774,132070,78029,87469,97314,69852,0,85635,73487,70755,72944,86490
rhode_island_margin_of_error,3256,2321,,11482,13029,12090,10529,16832,8201,45145,5793,8881,6360,,5324,31445,7541,12780,15191,2915,,15156,14749,37168,10981,10789,14426,42632,7651,8679,5460,,12690,14601,9721,13732,16272
south_carolina_estimate,62514,54420,0,65920,55554,54861,44515,56854,83040,44094,58628,58865,45791,0,54153,52311,40831,61439,52283,69790,0,84798,90836,84244,60645,66456,120752,52029,80246,75127,54432,0,56518,67891,50174,75703,58404
south_carolina_margin_of_error,871,1472,,4051,4876,5928,4695,7473,7287,9418,5176,4104,1631,,7211,3437,3374,5272,3660,2179,,13746,11049,12987,5337,7904,5224,9542,5374,3315,2503,,3541,7965,6389,12068,5247
south_dakota_estimate,59681,54924,0,63215,56089,59112,41386,49021,60678,55861,63420,64860,48573,0,39958,49348,37160,53159,51071,63338,0,90707,78270,79286,47386,73693,95403,70435,83538,68141,52249,0,48617,59980,33000,55682,54633
south_dakota_margin_of_error,1427,3122,,3724,7363,28802,2030,29861,17530,23779,3506,10303,2178,,17045,14007,11813,15876,3610,2271,,46665,13353,29182,13646,16402,7879,75024,10414,6634,3126,,2562,24716,27090,17592,9044
tennessee_estimate,63010,56327,0,72752,53222,57404,48258,62996,86751,46877,60074,64779,48174,0,51269,50102,48301,49153,51553,70572,0,96228,85399,99261,61298,77350,107869,46143,74889,75318,53001,0,68661,63866,53255,63779,63123
tennessee_margin_of_error,739,1279,,6806,2563,8813,2088,4493,4097,11912,3723,3872,2608,,7031,7147,5684,5783,3211,1323,,7635,8654,14062,6302,8826,6630,19121,3561,3596,2175,,8792,3569,7238,4194,6598
texas_estimate,72154,63802,0,82049,64510,63240,51694,66492,92899,58294,69641,70668,55962,0,54828,56822,48392,59433,55659,81519,0,107036,90163,92281,68788,88573,125522,65143,85293,86917,60735,0,67635,69789,61250,75141,71669
texas_margin_of_error,633,527,,2647,1716,3303,1362,3846,3403,1251,2677,1950,1343,,2603,2865,2902,1553,1974,722,,3025,3998,8462,3245,4008,2678,2819,1838,2304,722,,3195,4043,2539,4423,2666
utah_estimate,71082,61174,0,82661,64117,62604,50716,64330,87010,48663,58801,76264,49295,0,44875,52720,41914,59397,50782,82087,0,115496,106883,89624,73668,83574,120566,60818,78360,93640,59116,0,77248,70846,50921,74048,63633
utah_margin_of_error,1443,1292,,4756,9973,9143,6682,11466,7869,7304,3324,2597,3598,,7480,11177,3570,7125,5053,1714,,6554,14028,13244,11338,8387,8404,15785,2760,5072,3264,,14609,12202,9831,5626,8050
vermont_estimate,63076,54689,0,71870,42283,50299,63758,64176,88997,51552,61332,61781,53148,0,55387,51825,41655,53478,55186,69193,0,87849,77454,86429,74538,69529,105170,67466,76939,67898,61688,0,52626,70074,55331,61306,64367
vermont_margin_of_error,1726,2331,,16320,4754,27911,10631,17075,10843,18262,11190,3922,8442,,8139,3904,12013,6232,11586,2743,,11096,10087,13733,4438,6705,6458,29576,11125,12355,5099,,7617,8616,8677,6109,7779
virginia_estimate,84017,71413,0,93857,64988,71472,62090,80622,96127,64350,68817,79727,52500,0,58213,61513,52254,61260,64290,98855,0,129127,108581,125085,67523,111191,137386,89371,89526,102093,62319,0,84550,93782,71449,85313,85108
virginia_margin_of_error,855,1090,,4656,4469,5222,3549,2425,3952,7976,3278,3601,1666,,5776,3849,2909,3535,3642,1801,,6519,12896,13067,5829,7572,4004,12737,3776,1768,2674,,7192,5037,9119,4378,3479
washington_estimate,87357,79114,0,135351,69734,85392,60544,81707,121316,61167,73866,82186,59548,0,62395,62023,49924,69243,62950,97368,0,142368,99461,113407,87158,96235,145916,104733,94235,96166,80503,0,77091,82999,67456,81211,81634
washington_margin_of_error,1201,1414,,8858,3796,7054,5540,3879,4545,10248,3619,3173,4059,,3434,5493,4729,5468,3533,2026,,11589,6205,11238,6019,5090,6298,11319,2676,4297,3531,,4052,4400,5028,6050,5209
west_virginia_estimate,58901,49987,0,69118,51116,50096,41476,54633,85176,45227,53949,55497,43243,0,36659,56206,49295,47083,41460,67131,0,91616,106507,126082,58280,87986,100853,43526,70984,73340,52367,0,68368,60407,55743,53022,55781
west_virginia_margin_of_error,2022,2422,,25216,4527,19681,8007,19780,19327,25815,8006,11606,2761,,8203,15891,17203,9630,2707,3106,,29441,16924,40197,17426,19033,10745,1453,6183,7587,2114,,12449,15592,10563,15989,4313
wisconsin_estimate,67829,60537,0,78653,58500,61158,51409,61534,85767,60964,64572,69682,48960,0,51807,51913,47765,60818,54895,74979,0,99125,82900,93326,63806,76009,120126,70870,80203,82394,61044,0,67100,62493,54971,67396,64876
wisconsin_margin_of_error,869,904,,7908,3003,4738,3361,4305,3003,8883,2118,2847,1043,,3472,2130,5213,3866,1912,991,,4248,5279,8354,7045,3512,5713,15563,1981,2728,1336,,5559,5772,4770,5516,4265
wyoming_estimate,62659,55310,0,63833,61922,70631,63625,46847,68889,90362,61609,56633,56192,0,44415,48954,41733,37996,52385,69152,0,84304,70906,69012,64167,73800,125291,,72918,89844,58724,0,65603,46791,51546,66086,65315
wyoming_margin_of_error,1943,3376,,8983,11994,21086,19892,13452,17711,53072,6194,10800,7339,,14616,17676,11685,10846,14084,2309,,23570,14606,29965,33300,12883,44867,**,7526,22170,9290,,21195,13172,3514,23621,14154
puerto_rico_estimate,30959,24387,0,24031,25944,34748,20710,24451,53828,26406,25689,26982,22058,0,16992,19752,17147,23692,20729,36562,0,38263,53006,55702,41494,41549,80745,39857,38291,35725,28373,0,33706,28894,25708,35199,35032
puerto_rico_margin_of_error,695,1173,,5118,5633,16509,1817,4460,8541,41148,1702,2352,900,,6140,8012,4036,7251,2491,1157,,8866,9159,26979,6268,4026,16618,6244,4084,1763,1569,,10368,6639,4152,12150,4259
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
name_major,total,years_25_to_39,science_and_engineering_25_to_39,computers_mathematics_and_statistics_25_to_39,biological_agricultural_and_environmental_sciences_25_to_39,physical_and_related_sciences_25_to_39,psychology_25_to_39,social_sciences_25_to_39,engineering_25_to_39,multidisciplinary_studies_25_to_39,science_and_engineering_related_fields_25_to_39,business_25_to_39,education_25_to_39,arts_humanities_and_other_25_to_39,literature_and_languages_25_to_39,liberal_arts_and_history_25_to_39,visual_and_performing_arts_25_to_39,communications_25_to_39,other_25_to_39,years_40_to_64,science_and_engineering_40_to_64,computers_mathematics_and_statistics_40_to_64,biological_agricultural_and_environmental_sciences_40_to_64,physical_and_related_sciences_40_to_64,psychology_40_to_64,social_sciences_40_to_64,engineering_40_to_64,multidisciplinary_studies_40_to_64,science_and_engineering_related_fields_40_to_64,business_40_to_64,education_40_to_64,arts_humanities_and_other_40_to_64,literature_and_languages_40_to_64,liberal_arts_and_history_40_to_64,visual_and_performing_arts_40_to_64,communications_40_to_64,other_40_to_64
alabama_estimate,63221,54366,0,64515,53005,42097,48988,53549,84357,46004,63414,59018,47996,0,45636,49751,41332,44332,48237,73389,0,96701,88662,106531,52705,77969,121098,90810,76527,77864,54386,0,58962,60475,52006,61407,65411
alabama_margin_of_error,986,1493,,12010,3844,14162,6409,6065,6280,17049,3326,2476,3019,,4654,5142,3573,6685,3620,2520,,9779,12790,10248,3739,8883,10289,23418,3126,4291,1951,,6532,5744,10496,7455,6991
alaska_estimate,77172,65259,0,76786,64688,67957,70578,64250,92910,71236,62289,73420,63555,0,59733,63558,38038,56281,62025,87147,0,124397,94307,109046,98380,86453,117857,64972,86509,96877,76609,0,67159,85326,73177,74711,100095
alaska_margin_of_error,3871,5884,,59902,21800,15293,7386,36444,25823,36262,13284,15267,11865,,14625,20098,15687,16123,14819,4102,,110344,14420,52013,22999,6452,24608,64190,10824,9919,6901,,12785,19676,24145,19791,17191
arizona_estimate,69316,60743,0,82391,54925,62316,53281,59144,86615,54175,62915,66060,51036,0,52459,56760,47658,55536,56087,80644,0,117225,93501,93739,67604,82172,120834,73327,83798,86946,54937,0,64934,64986,60163,71927,69160
arizona_margin_of_error,1264,802,,6307,5378,9343,3091,5642,4397,7580,2123,1771,1451,,5485,8183,6892,7543,2853,1405,,7550,8614,15529,5834,7785,4991,13125,2848,2992,1878,,7639,6569,7524,12720,3705
arkansas_estimate,60923,52604,0,93027,57000,61495,42749,49192,72789,50461,61354,59681,46818,0,50121,42657,43675,45923,45047,69933,0,89702,85770,72046,55728,81793,104738,76776,79754,77926,54877,0,63482,55118,43452,61903,61912
arkansas_margin_of_error,1150,1616,,29551,5330,15767,8863,4181,17201,14143,2049,3489,2582,,11570,6293,6740,2843,2636,2415,,24986,16812,15556,6149,3812,15524,33928,4407,4062,2811,,8005,8394,10355,7969,6654
california_estimate,87531,76005,0,106581,74495,80828,63246,75405,116465,74142,80368,78489,55837,0,63706,63722,58721,70378,60909,101321,0,129979,116952,123363,88363,102271,151269,95903,104359,97828,78393,0,87539,90663,71882,88498,85601
california_margin_of_error,714,652,,3074,1749,5352,1776,1999,3760,4052,1890,2271,2839,,2175,1947,3211,2530,1119,427,,5080,4767,3630,3896,1489,2155,10422,1840,2847,4163,,3478,3388,2357,3890,2476
colorado_estimate,76397,67009,0,90114,59924,67253,54295,73201,93554,58763,67357,80460,48184,0,51585,62406,51710,63735,62558,87199,0,110380,90590,101280,74786,84790,130810,77683,86948,96432,61720,0,70394,77303,51384,80622,74509
colorado_margin_of_error,956,1019,,9397,2755,5175,2802,5375,2985,6444,3244,2566,3741,,3992,4753,3552,2369,3110,1493,,8724,6071,9952,4554,4943,5160,26625,7104,5097,4178,,4054,7757,3789,5180,3793
connecticut_estimate,84028,71512,0,80949,75037,69743,61932,67955,94186,71408,71259,80851,63127,0,58192,66632,54400,70716,64746,98064,0,128024,104142,113223,89325,110741,128907,101982,93671,104699,80080,0,78191,103036,68587,99504,72042
