State,Education,Age,Median Salary,Gross Salary,Profitability Age vs. HS no grad,Profitability Age vs. HS,Baseline
Florida,Bachelor's in Social Sciences,22,58817,23001.15353,26.63958661,27.27261504,0
Florida,Bachelor's in Visual and Performing Arts,22,41474,5658.153533,35.22584792,46.08379515,0
Florida,HS did not graduate,39,28063,673512,,,1
Florida,HS graduate,39,34769,764918,,,1
Florida,Associate Degree,39,41565,811193.8661,,,1
Florida,All Majors Combined,39,56340,978304.1535,,,0
Florida,Bachelor's in Biological Agricultural and Environmental Sciences,39,60461,1052482.154,,,0
Florida,Bachelor's in Business,39,64042,1116940.154,,,0
Florida,Bachelor's in Communications,39,50589,874786.1535,,,0
Florida,Bachelor's in Computers Mathematics and Statistics,39,69246,1210612.154,,,0
Florida,Bachelor's in Education,39,49144,848776.1535,,,0
Florida,Bachelor's in Engineering,39,74965,1313554.154,,,0
Florida,Bachelor's in Liberal Arts and History,39,50296,869512.1535,,,0
Florida,Bachelor's in Literature and Languages,39,49076,847552.1535,,,0
Florida,Bachelor's in Multidisciplinary Studies,39,47287,815350.1535,,,0
Florida,Bachelor's in Other,39,52219,904126.1535,,,0
Florida,Bachelor's in Physical and Related Sciences,39,55710,966964.1535,,,0
Florida,Bachelor's in Psychology,39,49606,857092.1535,,,0
Florida,Bachelor's in Science and Engineering Related Fields,39,61423,1069798.154,,,0
Florida,Bachelor's in Social Sciences,39,58817,1022890.154,,,0
Florida,Bachelor's in Visual and Performing Arts,39,41474,710716.1535,,,0
Georgia,HS did not graduate,16,30325,30325,,26.91809181,1
Georgia,HS graduate,18,35880,35880,26.91809181,,1
Georgia,Associate Degree,20,42139,26467.07434,29.59403468,31.96899276,1
Georgia,All Majors Combined,22,61933,26682.7687,26.87168537,26.86179063,0
Georgia,Bachelor's in Biological Agricultural and Environmental Sciences,22,57465,22214.7687,28.0029562,28.28215109,0
Georgia,Bachelor's in Business,22,71468,36217.7687,25.27915396,25.02332897,0
Georgia,Bachelor's in Communications,22,55546,20295.7687,28.61188023,29.09031991,0
Georgia,Bachelor's in Computers Mathematics and Statistics,22,81935,46684.7687,24.20849121,23.88166825,0
Georgia,Bachelor's in Education,22,50986,15735.7687,30.51257109,31.83438576,0
Georgia,Bachelor's in Engineering,22,85794,50543.7687,23.91570483,23.58156492,0
Georgia,Bachelor's in Liberal Arts and History,22,57486,22235.7687,27.99676858,28.27410124,0
Georgia,Bachelor's in Literature and Languages,22,55442,20191.7687,28.64753877,29.13864796,0
Georgia,Bachelor's in Multidisciplinary Studies,22,56121,20870.7687,28.41991903,28.83208494,0
Georgia,Bachelor's in Other,22,50482,15231.7687,30.77542448,32.24285929,0
Georgia,Bachelor's in Physical and Related Sciences,22,66599,31348.7687,25.9877662,25.8195329,0
Georgia,Bachelor's in Psychology,22,51760,16509.7687,30.1329709,31.25757124,0
Georgia,Bachelor's in Science and Engineering Related Fields,22,61759,26508.7687,26.90972295,26.90792655,0
Georgia,Bachelor's in Social Sciences,22,63114,27863.7687,26.6241798,26.56422969,0
Georgia,Bachelor's in Visual and Performing Arts,22,53142,17891.7687,29.51922826,30.3562873,0
Georgia,HS did not graduate,39,30325,727800,,,1
Georgia,HS graduate,39,35880,789360,,,1
Georgia,Associate Degree,39,42139,827108.0743,,,1
Georgia,All Majors Combined,39,61933,1079543.769,,,0
Georgia,Bachelor's in Biological Agricultural and Environmental Sciences,39,57465,999119.7687,,,0
Georgia,Bachelor's in Business,39,71468,1251173.769,,,0
Georgia,Bachelor's in Communications,39,55546,964577.7687,,,0
Georgia,Bachelor's in Computers Mathematics and Statistics,39,81935,1439579.769,,,0
Georgia,Bachelor's in Education,39,50986,882497.7687,,,0
Georgia,Bachelor's in Engineering,39,85794,1509041.769,,,0
Georgia,Bachelor's in Liberal Arts and History,39,57486,999497.7687,,,0
Georgia,Bachelor's in Literature and Languages,39,55442,962705.7687,,,0
Georgia,Bachelor's in Multidisciplinary Studies,39,56121,974927.7687,,,0
Georgia,Bachelor's in Other,39,50482,873425.7687,,,0
Georgia,Bachelor's in Physical and Related Sciences,39,66599,1163531.769,,,0
Georgia,Bachelor's in Psychology,39,51760,896429.7687,,,0
Georgia,Bachelor's in Science and Engineering Related Fields,39,61759,1076411.769,,,0
Georgia,Bachelor's in Social Sciences,39,63114,1100801.769,,,0
Georgia,Bachelor's in Visual and Performing Arts,39,53142,921305.7687,,,0
Hawaii,HS did not graduate,16,29829,29829,,21.13761626,1
Hawaii,HS graduate,18,41441,41441,21.13761626,,1
Hawaii,Associate Degree,20,46737,31522.19464,25.95663623,36.52281068,1
Hawaii,All Majors Combined,22,60249,27030.19158,26.97543749,30.57968994,0
Hawaii,Bachelor's in Biological Agricultural and Environmental Sciences,22,64471,31252.19158,26.12530479,28.64015668,0
Hawaii,Bachelor's in Business,22,59547,26328.19158,27.1402116,30.98988227,0
Hawaii,Bachelor's in Communications,22,57996,24777.19158,27.53338334,32.01949915,0
Hawaii,Bachelor's in Computers Mathematics and Statistics,22,71478,38259.19158,25.09478759,26.62458995,0
Hawaii,Bachelor's in Education,22,52107,18888.19158,29.52476921,38.65580428,0
Hawaii,Bachelor's in Engineering,22,82768,49549.19158,24.00825116,24.81483796,0
Hawaii,Bachelor's in Liberal Arts and History,22,54066,20847.19158,28.75491226,35.76101453,0
Hawaii,Bachelor's in Literature and Languages,22,42890,9671.191579,36.24629113,157.3242294,0
Hawaii,Bachelor's in Multidisciplinary Studies,22,61250,28031.19158,26.75321627,30.04507085,0
Hawaii,Bachelor's in Other,22,59718,26499.19158,27.09936125,30.8870607,0
Hawaii,Bachelor's in Physical and Related Sciences,22,59975,26756.19158,27.03883794,30.73609628,0
Hawaii,Bachelor's in Psychology,22,57539,24320.19158,27.65762571,32.36071614,0
Hawaii,Bachelor's in Science and Engineering Related Fields,22,74637,41418.19158,24.73560097,25.99418028,0
Hawaii,Bachelor's in Social Sciences,22,50493,17274.19158,30.26871895,41.98219271,0
Hawaii,Bachelor's in Visual and Performing Arts,22,36076,2857.191579,53.96715358,-17.08906028,0
Hawaii,HS did not graduate,39,29829,715896,,,1
Hawaii,HS graduate,39,41441,911702,,,1
Hawaii,Associate Degree,39,46737,919525.1946,,,1
Hawaii,All Majors Combined,39,60249,1051263.192,,,0
Hawaii,Bachelor's in Biological Agricultural and Environmental Sciences,39,64471,1127259.192,,,0
Hawaii,Bachelor's in Business,39,59547,1038627.192,,,0
Hawaii,Bachelor's in Communications,39,57996,1010709.192,,,0
Hawaii,Bachelor's in Computers Mathematics and Statistics,39,71478,1253385.192,,,0
Hawaii,Bachelor's in Education,39,52107,904707.1916,,,0
Hawaii,Bachelor's in Engineering,39,82768,1456605.192,,,0
Hawaii,Bachelor's in Liberal Arts and History,39,54066,939969.1916,,,0
Hawaii,Bachelor's in Literature and Languages,39,42890,738801.1916,,,0
Hawaii,Bachelor's in Multidisciplinary Studies,39,61250,1069281.192,,,0
Hawaii,Bachelor's in Other,39,59718,1041705.192,,,0
Hawaii,Bachelor's in Physical and Related Sciences,39,59975,1046331.192,,,0
Hawaii,Bachelor's in Psychology,39,57539,1002483.192,,,0
Hawaii,Bachelor's in Science and Engineering Related Fields,39,74637,1310247.192,,,0
Hawaii,Bachelor's in Social Sciences,39,50493,875655.1916,,,0
Hawaii,Bachelor's in Visual and Performing Arts,39,36076,616149.1916,,,0
Idaho,HS did not graduate,16,35192,35192,,47.79042457,1
Idaho,HS graduate,18,37406,37406,47.79042457,,1
Idaho,Associate Degree,20,40546,24784.72865,47.23594908,46.84499088,1
Idaho,All Majors Combined,22,54167,21668.31276,32.84061593,30.86586046,0
Idaho,Bachelor's in Biological Agricultural and Environmental Sciences,22,51716,19217.31276,34.74526067,32.72695229,0
Idaho,Bachelor's in Business,22,64502,32003.31276,28.31288595,26.72138645,0
Idaho,Bachelor's in Communications,22,41541,9042.312763,58.37623047,64.04418071,0
Idaho,Bachelor's in Computers Mathematics and Statistics,22,85377,52878.31276,24.85505006,23.79651638,0
Idaho,Bachelor's in Education,22,44899,12400.31276,45.10051378,44.30571029,0
Idaho,Bachelor's in Engineering,22,87357,54858.31276,24.67076943,23.64602685,0
Idaho,Bachelor's in Liberal Arts and History,22,40931,8432.312763,62.4552513,71.66601056,0
Idaho,Bachelor's in Literature and Languages,22,45885,13386.31276,42.78599899,41.47926492,0
Idaho,Bachelor's in Multidisciplinary Studies,22,45313,12814.31276,44.07377603,43.03309564,0
Idaho,Bachelor's in Other,22,49459,16960.31276,37.07792018,35.11015409,0
Idaho,Bachelor's in Physical and Related Sciences,22,55170,22671.31276,32.19594991,30.25234673,0
Idaho,Bachelor's in Psychology,22,41253,8754.312763,60.19975041,67.34148356,0
Idaho,Bachelor's in Science and Engineering Related Fields,22,54877,22378.31276,32.37747967,30.42428523,0
Idaho,Bachelor's in Social Sciences,22,56165,23666.31276,31.61735027,29.70854988,0
Idaho,Bachelor's in Visual and Performing Arts,22,41177,8678.312763,60.71022343,68.2955946,0
Idaho,HS did not graduate,39,35192,844608,,,1
Idaho,HS graduate,39,37406,822932,,,1
Idaho,Associate Degree,39,40546,795158.7287,,,1
Idaho,All Majors Combined,39,54167,942507.3128,,,0
Idaho,Bachelor's in Biological Agricultural and Environmental Sciences,39,51716,898389.3128,,,0
Idaho,Bachelor's in Business,39,64502,1128537.313,,,0
Idaho,Bachelor's in Communications,39,41541,715239.3128,,,0
Idaho,Bachelor's in Computers Mathematics and Statistics,39,85377,1504287.313,,,0
Idaho,Bachelor's in Education,39,44899,775683.3128,,,0
Idaho,Bachelor's in Engineering,39,87357,1539927.313,,,0
Idaho,Bachelor's in Liberal Arts and History,39,40931,704259.3128,,,0
Idaho,Bachelor's in Literature and Languages,39,45885,793431.3128,,,0
Idaho,Bachelor's in Multidisciplinary Studies,39,45313,783135.3128,,,0
Idaho,Bachelor's in Other,39,49459,857763.3128,,,0
Idaho,Bachelor's in Physical and Related Sciences,39,55170,960561.3128,,,0
Idaho,Bachelor's in Psychology,39,41253,710055.3128,,,0
Idaho,Bachelor's in Science and Engineering Related Fields,39,54877,955287.3128,,,0
Idaho,Bachelor's in Social Sciences,39,56165,978471.3128,,,0
Idaho,Bachelor's in Visual and Performing Arts,39,41177,708687.3128,,,0
Illinois,HS did not graduate,16,31826,31826,,25.17175793,1
Illinois,HS graduate,18,38766,38766,25.17175793,,1
Illinois,Associate Degree,20,44169,31083.51829,29.37401618,34.77169752,1
Illinois,All Majors Combined,22,67514,32505.63272,26.33166239,26.61167272,0
Illinois,Bachelor's in Biological Agricultural and Environmental Sciences,22,65515,30506.63272,26.70736345,27.10577469,0
Illinois,Bachelor's in Business,22,80191,45182.63272,24.67206383,24.58834924,0
Illinois,Bachelor's in Communications,22,63547,28538.63272,27.12349444,27.67008463,0
Illinois,Bachelor's in Computers Mathematics and Statistics,22,84254,49245.63272,24.30999404,24.17851669,0
Illinois,Bachelor's in Education,22,55945,20936.63272,29.36872869,31.06422768,0
Illinois,Bachelor's in Engineering,22,90621,55612.63272,23.84325822,23.66545882,0
Illinois,Bachelor's in Liberal Arts and History,22,61603,26594.63272,27.58855383,28.32300071,0
Illinois,Bachelor's in Literature and Languages,22,55834,20825.63272,29.41204462,31.13618276,0
Illinois,Bachelor's in Multidisciplinary Studies,22,62458,27449.63272,27.37674221,28.02263917,0
Illinois,Bachelor's in Other,22,61619,26610.63272,27.58447848,28.31717356,0
Illinois,Bachelor's in Physical and Related Sciences,22,65166,30157.63272,26.7775755,27.19971088,0
Illinois,Bachelor's in Psychology,22,57901,22892.63272,28.6659393,29.93323059,0
Illinois,Bachelor's in Science and Engineering Related Fields,22,66607,31598.63272,26.49677604,26.82706682,0
Illinois,Bachelor's in Social Sciences,22,71816,36807.63272,25.65052181,25.75105499,0
Illinois,Bachelor's in Visual and Performing Arts,22,49499,14490.63272,32.78585228,37.70915562,0
Illinois,HS did not graduate,39,31826,763824,,,1
Illinois,HS graduate,39,38766,852852,,,1
Illinois,Associate Degree,39,44169,870294.5183,,,1
Illinois,All Majors Combined,39,67514,1180243.633,,,0
Illinois,Bachelor's in Biological Agricultural and Environmental Sciences,39,65515,1144261.633,,,0
Illinois,Bachelor's in Business,39,80191,1408429.633,,,0
Illinois,Bachelor's in Communications,39,63547,1108837.633,,,0
Illinois,Bachelor's in Computers Mathematics and Statistics,39,84254,1481563.633,,,0
Illinois,Bachelor's in Education,39,55945,972001.6327,,,0
Illinois,Bachelor's in Engineering,39,90621,1596169.633,,,0
Illinois,Bachelor's in Liberal Arts and History,39,61603,1073845.633,,,0
Illinois,Bachelor's in Literature and Languages,39,55834,970003.6327,,,0
Illinois,Bachelor's in Multidisciplinary Studies,39,62458,1089235.633,,,0
Illinois,Bachelor's in Other,39,61619,1074133.633,,,0
Illinois,Bachelor's in Physical and Related Sciences,39,65166,1137979.633,,,0
Illinois,Bachelor's in Psychology,39,57901,1007209.633,,,0
Illinois,Bachelor's in Science and Engineering Related Fields,39,66607,1163917.633,,,0
Illinois,Bachelor's in Social Sciences,39,71816,1257679.633,,,0
Illinois,Bachelor's in Visual and Performing Arts,39,49499,855973.6327,,,0
Indiana,HS did not graduate,16,32019,32019,,25.80073462,1
Indiana,HS graduate,18,38553,38553,25.80073462,,1
Indiana,Associate Degree,20,44403,23602.41946,30.02168771,34.73616761,1
Indiana,All Majors Combined,22,55574,20568.58092,29.64208954,31.11670402,0
Indiana,Bachelor's in Biological Agricultural and Environmental Sciences,22,58560,23554.58092,28.55730451,29.45756081,0
Indiana,Bachelor's in Business,22,66513,31507.58092,26.58431667,26.76743273,0
Indiana,Bachelor's in Communications,22,52590,17584.58092,31.04075733,33.47990447,0
Indiana,Bachelor's in Computers Mathematics and Statistics,22,68874,33868.58092,26.16251307,26.24047423,0
Indiana,Bachelor's in Education,22,47086,12080.58092,35.07396423,42.1747825,0
Indiana,Bachelor's in Engineering,22,83197,48191.58092,24.43783304,24.23836169,0
Indiana,Bachelor's in Liberal Arts and History,22,47718,12712.58092,34.46712651,40.64565402,0
Indiana,Bachelor's in Literature and Languages,22,42324,7318.58092,42.03973014,70.17698729,0
Indiana,Bachelor's in Multidisciplinary Studies,22,51798,16792.58092,31.48285652,34.28595086,0
Indiana,Bachelor's in Other,22,51481,16475.58092,31.66989102,34.63624838,0
Indiana,Bachelor's in Physical and Related Sciences,22,61168,26162.58092,27.79167104,28.36689892,0
Indiana,Bachelor's in Psychology,22,50682,15676.58092,32.16950217,35.60041381,0
Indiana,Bachelor's in Science and Engineering Related Fields,22,63279,28273.58092,27.26549645,27.65256892,0
Indiana,Bachelor's in Social Sciences,22,50487,15481.58092,32.29799757,35.85532253,0
Indiana,Bachelor's in Visual and Performing Arts,22,43216,8210.58092,40.28395276,60.57847289,0
Indiana,HS did not graduate,39,32019,768456,,,1
Indiana,HS graduate,39,38553,848166,,,1
Indiana,Associate Degree,39,44403,867259.4195,,,1
Indiana,All Majors Combined,39,55574,965326.5809,,,0
Indiana,Bachelor's in Biological Agricultural and Environmental Sciences,39,58560,1019074.581,,,0
Indiana,Bachelor's in Business,39,66513,1162228.581,,,0
Indiana,Bachelor's in Communications,39,52590,911614.5809,,,0
Indiana,Bachelor's in Computers Mathematics and Statistics,39,68874,1204726.581,,,0
Indiana,Bachelor's in Education,39,47086,812542.5809,,,0
Indiana,Bachelor's in Engineering,39,83197,1462540.581,,,0
Indiana,Bachelor's in Liberal Arts and History,39,47718,823918.5809,,,0
Indiana,Bachelor's in Literature and Languages,39,42324,726826.5809,,,0
Indiana,Bachelor's in Multidisciplinary Studies,39,51798,897358.5809,,,0
Indiana,Bachelor's in Other,39,51481,891652.5809,,,0
Indiana,Bachelor's in Physical and Related Sciences,39,61168,1066018.581,,,0
Indiana,Bachelor's in Psychology,39,50682,877270.5809,,,0
Indiana,Bachelor's in Science and Engineering Related Fields,39,63279,1104016.581,,,0
Indiana,Bachelor's in Social Sciences,39,50487,873760.5809,,,0
Indiana,Bachelor's in Visual and Performing Arts,39,43216,742882.5809,,,0
Iowa,HS did not graduate,16,32968,32968,,26.18946067,1
Iowa,HS graduate,18,39439,39439,26.18946067,,1
Iowa,Associate Degree,20,45837,30122.96549,29.46833744,32.78462559,1
Iowa,All Majors Combined,22,57861,17164.35612,29.58119326,30.77258951,0
Iowa,Bachelor's in Biological Agricultural and Environmental Sciences,22,56998,16301.35612,29.92528689,31.30204703,0
Iowa,Bachelor's in Business,22,69840,29143.35612,26.46844879,26.52783276,0
Iowa,Bachelor's in Communications,22,50004,9307.356119,34.0000378,38.78397008,0
Iowa,Bachelor's in Computers Mathematics and Statistics,22,63927,23230.35612,27.7038872,28.10407726,0
Iowa,Bachelor's in Education,22,50126,9429.356119,33.90049213,38.56953718,0
Iowa,Bachelor's in Engineering,22,80929,40232.35612,24.97288722,24.78314398,0
Iowa,Bachelor's in Liberal Arts and History,22,50498,9801.356119,33.60551306,37.94489953,0
Iowa,Bachelor's in Literature and Languages,22,44113,3416.356119,41.4001475,62.4588455,0
Iowa,Bachelor's in Multidisciplinary Studies,22,50161,9464.356119,33.87219472,38.50892034,0
Iowa,Bachelor's in Other,22,52522,11825.35612,32.19723043,35.16874141,0
Iowa,Bachelor's in Physical and Related Sciences,22,50347,9650.356119,33.72372656,38.19331169,0
Iowa,Bachelor's in Psychology,22,51775,11078.35612,32.68169532,36.08727658,0
Iowa,Bachelor's in Science and Engineering Related Fields,22,62547,21850.35612,28.06330991,28.58804933,0
Iowa,Bachelor's in Social Sciences,22,57877,17180.35612,29.5750389,30.76324134,0
Iowa,Bachelor's in Visual and Performing Arts,22,46087,5390.356119,38.18009329,49.85148073,0
Iowa,HS did not graduate,39,32968,791232,,,1
Iowa,HS graduate,39,39439,867658,,,1
Iowa,Associate Degree,39,45837,901025.9655,,,1
Iowa,All Majors Combined,39,57861,1000801.356,,,0
Iowa,Bachelor's in Biological Agricultural and Environmental Sciences,39,56998,985267.3561,,,0
Iowa,Bachelor's in Business,39,69840,1216423.356,,,0
Iowa,Bachelor's in Communications,39,50004,859375.3561,,,0
Iowa,Bachelor's in Computers Mathematics and Statistics,39,63927,1109989.356,,,0
Iowa,Bachelor's in Education,39,50126,861571.3561,,,0
Iowa,Bachelor's in Engineering,39,80929,1416025.356,,,0
Iowa,Bachelor's in Liberal Arts and History,39,50498,868267.3561,,,0
Iowa,Bachelor's in Literature and Languages,39,44113,753337.3561,,,0
Iowa,Bachelor's in Multidisciplinary Studies,39,50161,862201.3561,,,0
Iowa,Bachelor's in Other,39,52522,904699.3561,,,0
Iowa,Bachelor's in Physical and Related Sciences,39,50347,865549.3561,,,0
Iowa,Bachelor's in Psychology,39,51775,891253.3561,,,0
Iowa,Bachelor's in Science and Engineering Related Fields,39,62547,1085149.356,,,0
Iowa,Bachelor's in Social Sciences,39,57877,1001089.356,,,0
Iowa,Bachelor's in Visual and Performing Arts,39,46087,788869.3561,,,0
Kansas,HS did not graduate,16,32838,32838,,33.18817064,1
Kansas,HS graduate,18,36659,36659,33.18817064,,1
Kansas,Associate Degree,20,42026,28287.83062,33.79126789,34.22063898,1
Kansas,All Majors Combined,22,58345,24821.66684,29.03874753,28.30763318,0
Kansas,Bachelor's in Biological Agricultural and Environmental Sciences,22,55368,21844.66684,30.23308181,29.62955439,0
Kansas,Bachelor's in Business,22,63845,30321.66684,27.4354608,26.62691581,0
Kansas,Bachelor's in Communications,22,52878,19354.66684,31.50455754,31.10791869,0
Kansas,Bachelor's in Computers Mathematics and Statistics,22,76914,43390.66684,25.23076806,24.47545232,0
Kansas,Bachelor's in Education,22,50387,16863.66684,33.13757668,33.12349455,0
Kansas,Bachelor's in Engineering,22,84264,50740.66684,24.48316675,23.78446241,0
Kansas,Bachelor's in Liberal Arts and History,22,50444,16920.66684,33.09504335,33.06922983,0
Kansas,Bachelor's in Literature and Languages,22,40478,6954.666843,50.17687607,67.17447844,0
Kansas,Bachelor's in Multidisciplinary Studies,22,49167,15643.66684,34.11913364,34.40352839,0
Kansas,Bachelor's in Other,22,52744,19220.66684,31.58200207,31.2004559,0
Kansas,Bachelor's in Physical and Related Sciences,22,63001,29477.66684,27.64351468,26.83924277,0
Kansas,Bachelor's in Psychology,22,49307,15783.66684,33.99910943,34.24409655,0
Kansas,Bachelor's in Science and Engineering Related Fields,22,61241,27717.66684,28.11714724,27.32891275,0
Kansas,Bachelor's in Social Sciences,22,63670,30146.66684,27.47766389,26.66985055,0
Kansas,Bachelor's in Visual and Performing Arts,22,48100,14576.66684,35.10623333,35.74681699,0
Kansas,HS did not graduate,39,32838,788112,,,1
Kansas,HS graduate,39,36659,806498,,,1
Kansas,Associate Degree,39,42026,826781.8306,,,1
Kansas,All Majors Combined,39,58345,1016686.667,,,0
Kansas,Bachelor's in Biological Agricultural and Environmental Sciences,39,55368,963100.6668,,,0
Kansas,Bachelor's in Business,39,63845,1115686.667,,,0
Kansas,Bachelor's in Communications,39,52878,918280.6668,,,0
Kansas,Bachelor's in Computers Mathematics and Statistics,39,76914,1350928.667,,,0
Kansas,Bachelor's in Education,39,50387,873442.6668,,,0
Kansas,Bachelor's in Engineering,39,84264,1483228.667,,,0
Kansas,Bachelor's in Liberal Arts and History,39,50444,874468.6668,,,0
Kansas,Bachelor's in Literature and Languages,39,40478,695080.6668,,,0
Kansas,Bachelor's in Multidisciplinary Studies,39,49167,851482.6668,,,0
Kansas,Bachelor's in Other,39,52744,915868.6668,,,0
Kansas,Bachelor's in Physical and Related Sciences,39,63001,1100494.667,,,0
Kansas,Bachelor's in Psychology,39,49307,854002.6668,,,0
Kansas,Bachelor's in Science and Engineering Related Fields,39,61241,1068814.667,,,0
Kansas,Bachelor's in Social Sciences,39,63670,1112536.667,,,0
Kansas,Bachelor's in Visual and Performing Arts,39,48100,832276.6668,,,0
Kentucky,HS did not graduate,16,27314,27314,,22.83961437,1
Kentucky,HS graduate,18,35301,35301,22.83961437,,1
Kentucky,Associate Degree,20,40667,26930.79799,27.21082918,33.71714536,1
Kentucky,All Majors Combined,22,53559,17787.9791,27.60735458,29.69301243,0
Kentucky,Bachelor's in Biological Agricultural and Environmental Sciences,22,57727,21955.9791,26.56479206,27.89151079,0
Kentucky,Bachelor's in Business,22,58864,23092.9791,26.32820985,27.51071684,0
Kentucky,Bachelor's in Communications,22,50596,14824.9791,28.57550987,31.57077613,0
Kentucky,Bachelor's in Computers Mathematics and Statistics,22,66263,30491.9791,25.12606282,25.7158782,0
Kentucky,Bachelor's in Education,22,44486,8714.9791,31.62677736,39.26783026,0
Kentucky,Bachelor's in Engineering,22,91290,55518.9791,23.12077999,23.16088912,0
Kentucky,Bachelor's in Liberal Arts and History,22,44737,8965.9791,31.45927917,38.75530107,0
Kentucky,Bachelor's in Literature and Languages,22,46271,10499.9791,30.53199456,36.13263636,0
Kentucky,Bachelor's in Multidisciplinary Studies,22,36189,417.9791003,42.49634038,219.2961947,0
Kentucky,Bachelor's in Other,22,48028,12256.9791,29.6386512,33.90547819,0
Kentucky,Bachelor's in Physical and Related Sciences,22,54381,18609.9791,27.37632619,29.27542038,0
Kentucky,Bachelor's in Psychology,22,45554,9782.9791,30.94599895,37.26080375,0
Kentucky,Bachelor's in Science and Engineering Related Fields,22,64320,28548.9791,25.39520675,26.0985913,0
Kentucky,Bachelor's in Social Sciences,22,50630,14858.9791,28.56300484,31.54511194,0
Kentucky,Bachelor's in Visual and Performing Arts,22,40920,5148.9791,34.6740424,51.49582148,0
Kentucky,HS did not graduate,39,27314,655536,,,1
Kentucky,HS graduate,39,35301,776622,,,1
Kentucky,Associate Degree,39,40667,799603.798,,,1
Kentucky,All Majors Combined,39,53559,928290.9791,,,0
Kentucky,Bachelor's in Biological Agricultural and Environmental Sciences,39,57727,1003314.979,,,0
Kentucky,Bachelor's in Business,39,58864,1023780.979,,,0
Kentucky,Bachelor's in Communications,39,50596,874956.9791,,,0
Kentucky,Bachelor's in Computers Mathematics and Statistics,39,66263,1156962.979,,,0
Kentucky,Bachelor's in Education,39,44486,764976.9791,,,0
Kentucky,Bachelor's in Engineering,39,91290,1607448.979,,,0
Kentucky,Bachelor's in Liberal Arts and History,39,44737,769494.9791,,,0
Kentucky,Bachelor's in Literature and Languages,39,46271,797106.9791,,,0
Kentucky,Bachelor's in Multidisciplinary Studies,39,36189,615630.9791,,,0
Kentucky,Bachelor's in Other,39,48028,828732.9791,,,0
Kentucky,Bachelor's in Physical and Related Sciences,39,54381,943086.9791,,,0
Kentucky,Bachelor's in Psychology,39,45554,784200.9791,,,0
Kentucky,Bachelor's in Science and Engineering Related Fields,39,64320,1121988.979,,,0
Kentucky,Bachelor's in Social Sciences,39,50630,875568.9791,,,0
Kentucky,Bachelor's in Visual and Performing Arts,39,40920,700788.9791,,,0
Louisiana,HS did not graduate,16,25977,25977,,22.84415755,1
Louisiana,HS graduate,18,33568,33568,22.84415755,,1
Louisiana,Associate Degree,20,40916,23975.86799,26.08943919,29.44204301,1
Louisiana,All Majors Combined,22,54348,22626.80413,26.61179359,27.988123,0
Louisiana,Bachelor's in Biological Agricultural and Environmental Sciences,22,64475,32753.80413,24.87254392,25.37073142,0
Louisiana,Bachelor's in Business,22,58232,26510.80413,25.81563156,26.73018147,0
Louisiana,Bachelor's in Communications,22,48154,16432.80413,28.45845677,31.3803096,0
Louisiana,Bachelor's in Computers Mathematics and Statistics,22,54804,23082.80413,26.50720491,27.81659427,0
Louisiana,Bachelor's in Education,22,47117,15395.80413,28.87337729,32.25132452,0
Louisiana,Bachelor's in Engineering,22,88923,57201.80413,22.98006539,22.99870284,0
Louisiana,Bachelor's in Liberal Arts and History,22,50140,18418.80413,27.76324115,30.01648539,0
Louisiana,Bachelor's in Literature and Languages,22,46222,14500.80413,29.26565551,33.11784383,0
Louisiana,Bachelor's in Multidisciplinary Studies,22,42809,11087.80413,31.14443892,37.96268757,0
Louisiana,Bachelor's in Other,22,51933,20211.80413,27.22696856,29.03856226,0
Louisiana,Bachelor's in Physical and Related Sciences,22,55883,24161.80413,26.2724268,27.4386375,0
Louisiana,Bachelor's in Psychology,22,46021,14299.80413,29.35857094,33.32957487,0
Louisiana,Bachelor's in Science and Engineering Related Fields,22,60657,28935.80413,25.40897335,26.12769744,0
Louisiana,Bachelor's in Social Sciences,22,65249,33527.80413,24.77651242,25.23951882,0
Louisiana,Bachelor's in Visual and Performing Arts,22,36338,4616.804126,38.10473853,79.92534147,0
Louisiana,HS did not graduate,39,25977,623448,,,1
Louisiana,HS graduate,39,33568,738496,,,1
Louisiana,Associate Degree,39,40916,801379.868,,,1
Louisiana,All Majors Combined,39,54348,946542.8041,,,0
Louisiana,Bachelor's in Biological Agricultural and Environmental Sciences,39,64475,1128828.804,,,0
Louisiana,Bachelor's in Business,39,58232,1016454.804,,,0
Louisiana,Bachelor's in Communications,39,48154,835050.8041,,,0
Louisiana,Bachelor's in Computers Mathematics and Statistics,39,54804,954750.8041,,,0
Louisiana,Bachelor's in Education,39,47117,816384.8041,,,0
Louisiana,Bachelor's in Engineering,39,88923,1568892.804,,,0
Louisiana,Bachelor's in Liberal Arts and History,39,50140,870798.8041,,,0
Louisiana,Bachelor's in Literature and Languages,39,46222,800274.8041,,,0
Louisiana,Bachelor's in Multidisciplinary Studies,39,42809,738840.8041,,,0
Louisiana,Bachelor's in Other,39,51933,903072.8041,,,0
Louisiana,Bachelor's in Physical and Related Sciences,39,55883,974172.8041,,,0
Louisiana,Bachelor's in Psychology,39,46021,796656.8041,,,0
Louisiana,Bachelor's in Science and Engineering Related Fields,39,60657,1060104.804,,,0
Louisiana,Bachelor's in Social Sciences,39,65249,1142760.804,,,0
Louisiana,Bachelor's in Visual and Performing Arts,39,36338,622362.8041,,,0
Maine,HS did not graduate,16,31011,31011,,27.56263982,1
Maine,HS graduate,18,36375,36375,27.56263982,,1
